session_id,session_type,speaker,input_text,emotion,conflict_type,response_type,privacy_level,ai_response,input_output
BM02833,couple,both,The fight reboots every few days and it exhausts us. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Pick one solvable slice instead of the whole history.,Input: The fight reboots every few days and it exhausts us. It feels hopeless sometimes. || Output: Pick one solvable slice instead of the whole history.
BM02834,couple,both,The fight reboots every few days and it exhausts us. We want tools.,frustration,recurring conflict,de-escalation,shared,"End with one experiment for the week, not ten fixes.","Input: The fight reboots every few days and it exhausts us. We want tools. || Output: End with one experiment for the week, not ten fixes."
BM02835,couple,both,The fight reboots every few days and it exhausts us. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,"If flooded, break for twenty minutes and return with one agenda item.","Input: The fight reboots every few days and it exhausts us. Can we interrupt this pattern? || Output: If flooded, break for twenty minutes and return with one agenda item."
BM02836,couple,both,The fight reboots every few days and it exhausts us. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Validate the emotion under the complaint before problem-solving.,Input: The fight reboots every few days and it exhausts us. Neither of us likes this. || Output: Validate the emotion under the complaint before problem-solving.
BM02837,couple,both,The fight reboots every few days and it exhausts us. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,Avoid mind-reading; ask clarifying questions instead.,Input: The fight reboots every few days and it exhausts us. We're stuck in a loop. || Output: Avoid mind-reading; ask clarifying questions instead.
BM02838,couple,both,The fight reboots every few days and it exhausts us. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Use a shared doc for recurring themes to reduce surprise attacks.,Input: The fight reboots every few days and it exhausts us. Small things become huge. || Output: Use a shared doc for recurring themes to reduce surprise attacks.
BM02839,couple,both,The fight reboots every few days and it exhausts us. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,Celebrate small wins when you interrupt the old loop.,Input: The fight reboots every few days and it exhausts us. Old wounds keep returning. || Output: Celebrate small wins when you interrupt the old loop.
BM02840,couple,both,The fight reboots every few days and it exhausts us. We need a reset.,frustration,recurring conflict,de-escalation,shared,Consider a therapist if safety or contempt shows up often.,Input: The fight reboots every few days and it exhausts us. We need a reset. || Output: Consider a therapist if safety or contempt shows up often.
BM02841,couple,both,The fight reboots every few days and nothing changes.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: The fight reboots every few days and nothing changes. || Output: Slow the discussion and let each person speak fully before responding.
BM02842,couple,both,The fight reboots every few days and nothing changes. We need a new approach.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: The fight reboots every few days and nothing changes. We need a new approach. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM02843,couple,both,The fight reboots every few days and nothing changes. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Name the cycle together. Agree on a pause word when volume rises.,Input: The fight reboots every few days and nothing changes. It feels hopeless sometimes. || Output: Name the cycle together. Agree on a pause word when volume rises.
BM02844,couple,both,The fight reboots every few days and nothing changes. We want tools.,frustration,recurring conflict,de-escalation,shared,"Take turns: two minutes each, then summarize what you heard.","Input: The fight reboots every few days and nothing changes. We want tools. || Output: Take turns: two minutes each, then summarize what you heard."
BM02845,couple,both,The fight reboots every few days and nothing changes. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,Table side topics; bookmark them for Saturday morning.,Input: The fight reboots every few days and nothing changes. Can we interrupt this pattern? || Output: Table side topics; bookmark them for Saturday morning.
BM02846,couple,both,The fight reboots every few days and nothing changes. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Ask what each person needs before debating facts.,Input: The fight reboots every few days and nothing changes. Neither of us likes this. || Output: Ask what each person needs before debating facts.
BM02847,couple,both,The fight reboots every few days and nothing changes. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,"Lower the temperature: lower voice, slower pace, seated posture.","Input: The fight reboots every few days and nothing changes. We're stuck in a loop. || Output: Lower the temperature: lower voice, slower pace, seated posture."
BM02848,couple,both,The fight reboots every few days and nothing changes. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Pick one solvable slice instead of the whole history.,Input: The fight reboots every few days and nothing changes. Small things become huge. || Output: Pick one solvable slice instead of the whole history.
BM02849,couple,both,The fight reboots every few days and nothing changes. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,"End with one experiment for the week, not ten fixes.","Input: The fight reboots every few days and nothing changes. Old wounds keep returning. || Output: End with one experiment for the week, not ten fixes."
BM02850,couple,both,The fight reboots every few days and nothing changes. We need a reset.,frustration,recurring conflict,de-escalation,shared,"If flooded, break for twenty minutes and return with one agenda item.","Input: The fight reboots every few days and nothing changes. We need a reset. || Output: If flooded, break for twenty minutes and return with one agenda item."
BM02851,couple,both,The fight reboots every few days though we both want peace.,frustration,recurring conflict,de-escalation,shared,Validate the emotion under the complaint before problem-solving.,Input: The fight reboots every few days though we both want peace. || Output: Validate the emotion under the complaint before problem-solving.
BM02852,couple,both,The fight reboots every few days though we both want peace. We need a new approach.,frustration,recurring conflict,de-escalation,shared,Avoid mind-reading; ask clarifying questions instead.,Input: The fight reboots every few days though we both want peace. We need a new approach. || Output: Avoid mind-reading; ask clarifying questions instead.
BM02853,couple,both,The fight reboots every few days though we both want peace. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Use a shared doc for recurring themes to reduce surprise attacks.,Input: The fight reboots every few days though we both want peace. It feels hopeless sometimes. || Output: Use a shared doc for recurring themes to reduce surprise attacks.
BM02854,couple,both,The fight reboots every few days though we both want peace. We want tools.,frustration,recurring conflict,de-escalation,shared,Celebrate small wins when you interrupt the old loop.,Input: The fight reboots every few days though we both want peace. We want tools. || Output: Celebrate small wins when you interrupt the old loop.
BM02855,couple,both,The fight reboots every few days though we both want peace. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,Consider a therapist if safety or contempt shows up often.,Input: The fight reboots every few days though we both want peace. Can we interrupt this pattern? || Output: Consider a therapist if safety or contempt shows up often.
BM02856,couple,both,The fight reboots every few days though we both want peace. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: The fight reboots every few days though we both want peace. Neither of us likes this. || Output: Slow the discussion and let each person speak fully before responding.
BM02857,couple,both,The fight reboots every few days though we both want peace. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: The fight reboots every few days though we both want peace. We're stuck in a loop. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM02858,couple,both,The fight reboots every few days though we both want peace. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Name the cycle together. Agree on a pause word when volume rises.,Input: The fight reboots every few days though we both want peace. Small things become huge. || Output: Name the cycle together. Agree on a pause word when volume rises.
BM02859,couple,both,The fight reboots every few days though we both want peace. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,"Take turns: two minutes each, then summarize what you heard.","Input: The fight reboots every few days though we both want peace. Old wounds keep returning. || Output: Take turns: two minutes each, then summarize what you heard."
BM02860,couple,both,The fight reboots every few days though we both want peace. We need a reset.,frustration,recurring conflict,de-escalation,shared,Table side topics; bookmark them for Saturday morning.,Input: The fight reboots every few days though we both want peace. We need a reset. || Output: Table side topics; bookmark them for Saturday morning.
BM02861,couple,both,The fight reboots every few days even when we try to stop.,frustration,recurring conflict,de-escalation,shared,Ask what each person needs before debating facts.,Input: The fight reboots every few days even when we try to stop. || Output: Ask what each person needs before debating facts.
BM02862,couple,both,The fight reboots every few days even when we try to stop. We need a new approach.,frustration,recurring conflict,de-escalation,shared,"Lower the temperature: lower voice, slower pace, seated posture.","Input: The fight reboots every few days even when we try to stop. We need a new approach. || Output: Lower the temperature: lower voice, slower pace, seated posture."
BM02863,couple,both,The fight reboots every few days even when we try to stop. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Pick one solvable slice instead of the whole history.,Input: The fight reboots every few days even when we try to stop. It feels hopeless sometimes. || Output: Pick one solvable slice instead of the whole history.
BM02864,couple,both,The fight reboots every few days even when we try to stop. We want tools.,frustration,recurring conflict,de-escalation,shared,"End with one experiment for the week, not ten fixes.","Input: The fight reboots every few days even when we try to stop. We want tools. || Output: End with one experiment for the week, not ten fixes."
BM02865,couple,both,The fight reboots every few days even when we try to stop. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,"If flooded, break for twenty minutes and return with one agenda item.","Input: The fight reboots every few days even when we try to stop. Can we interrupt this pattern? || Output: If flooded, break for twenty minutes and return with one agenda item."
BM02866,couple,both,The fight reboots every few days even when we try to stop. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Validate the emotion under the complaint before problem-solving.,Input: The fight reboots every few days even when we try to stop. Neither of us likes this. || Output: Validate the emotion under the complaint before problem-solving.
BM02867,couple,both,The fight reboots every few days even when we try to stop. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,Avoid mind-reading; ask clarifying questions instead.,Input: The fight reboots every few days even when we try to stop. We're stuck in a loop. || Output: Avoid mind-reading; ask clarifying questions instead.
BM02868,couple,both,The fight reboots every few days even when we try to stop. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Use a shared doc for recurring themes to reduce surprise attacks.,Input: The fight reboots every few days even when we try to stop. Small things become huge. || Output: Use a shared doc for recurring themes to reduce surprise attacks.
BM02869,couple,both,The fight reboots every few days even when we try to stop. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,Celebrate small wins when you interrupt the old loop.,Input: The fight reboots every few days even when we try to stop. Old wounds keep returning. || Output: Celebrate small wins when you interrupt the old loop.
BM02870,couple,both,The fight reboots every few days even when we try to stop. We need a reset.,frustration,recurring conflict,de-escalation,shared,Consider a therapist if safety or contempt shows up often.,Input: The fight reboots every few days even when we try to stop. We need a reset. || Output: Consider a therapist if safety or contempt shows up often.
BM02871,couple,both,The fight reboots every few days and it erodes trust.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: The fight reboots every few days and it erodes trust. || Output: Slow the discussion and let each person speak fully before responding.
BM02872,couple,both,The fight reboots every few days and it erodes trust. We need a new approach.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: The fight reboots every few days and it erodes trust. We need a new approach. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM02873,couple,both,The fight reboots every few days and it erodes trust. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Name the cycle together. Agree on a pause word when volume rises.,Input: The fight reboots every few days and it erodes trust. It feels hopeless sometimes. || Output: Name the cycle together. Agree on a pause word when volume rises.
BM02874,couple,both,The fight reboots every few days and it erodes trust. We want tools.,frustration,recurring conflict,de-escalation,shared,"Take turns: two minutes each, then summarize what you heard.","Input: The fight reboots every few days and it erodes trust. We want tools. || Output: Take turns: two minutes each, then summarize what you heard."
BM02875,couple,both,The fight reboots every few days and it erodes trust. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,Table side topics; bookmark them for Saturday morning.,Input: The fight reboots every few days and it erodes trust. Can we interrupt this pattern? || Output: Table side topics; bookmark them for Saturday morning.
BM02876,couple,both,The fight reboots every few days and it erodes trust. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Ask what each person needs before debating facts.,Input: The fight reboots every few days and it erodes trust. Neither of us likes this. || Output: Ask what each person needs before debating facts.
BM02877,couple,both,The fight reboots every few days and it erodes trust. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,"Lower the temperature: lower voice, slower pace, seated posture.","Input: The fight reboots every few days and it erodes trust. We're stuck in a loop. || Output: Lower the temperature: lower voice, slower pace, seated posture."
BM02878,couple,both,The fight reboots every few days and it erodes trust. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Pick one solvable slice instead of the whole history.,Input: The fight reboots every few days and it erodes trust. Small things become huge. || Output: Pick one solvable slice instead of the whole history.
BM02879,couple,both,The fight reboots every few days and it erodes trust. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,"End with one experiment for the week, not ten fixes.","Input: The fight reboots every few days and it erodes trust. Old wounds keep returning. || Output: End with one experiment for the week, not ten fixes."
BM02880,couple,both,The fight reboots every few days and it erodes trust. We need a reset.,frustration,recurring conflict,de-escalation,shared,"If flooded, break for twenty minutes and return with one agenda item.","Input: The fight reboots every few days and it erodes trust. We need a reset. || Output: If flooded, break for twenty minutes and return with one agenda item."
BM02881,couple,both,The fight reboots every few days until we're both depleted.,frustration,recurring conflict,de-escalation,shared,Validate the emotion under the complaint before problem-solving.,Input: The fight reboots every few days until we're both depleted. || Output: Validate the emotion under the complaint before problem-solving.
BM02882,couple,both,The fight reboots every few days until we're both depleted. We need a new approach.,frustration,recurring conflict,de-escalation,shared,Avoid mind-reading; ask clarifying questions instead.,Input: The fight reboots every few days until we're both depleted. We need a new approach. || Output: Avoid mind-reading; ask clarifying questions instead.
BM02883,couple,both,The fight reboots every few days until we're both depleted. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Use a shared doc for recurring themes to reduce surprise attacks.,Input: The fight reboots every few days until we're both depleted. It feels hopeless sometimes. || Output: Use a shared doc for recurring themes to reduce surprise attacks.
BM02884,couple,both,The fight reboots every few days until we're both depleted. We want tools.,frustration,recurring conflict,de-escalation,shared,Celebrate small wins when you interrupt the old loop.,Input: The fight reboots every few days until we're both depleted. We want tools. || Output: Celebrate small wins when you interrupt the old loop.
BM02885,couple,both,The fight reboots every few days until we're both depleted. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,Consider a therapist if safety or contempt shows up often.,Input: The fight reboots every few days until we're both depleted. Can we interrupt this pattern? || Output: Consider a therapist if safety or contempt shows up often.
BM02886,couple,both,The fight reboots every few days until we're both depleted. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: The fight reboots every few days until we're both depleted. Neither of us likes this. || Output: Slow the discussion and let each person speak fully before responding.
BM02887,couple,both,The fight reboots every few days until we're both depleted. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: The fight reboots every few days until we're both depleted. We're stuck in a loop. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM02888,couple,both,The fight reboots every few days until we're both depleted. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Name the cycle together. Agree on a pause word when volume rises.,Input: The fight reboots every few days until we're both depleted. Small things become huge. || Output: Name the cycle together. Agree on a pause word when volume rises.
BM02889,couple,both,The fight reboots every few days until we're both depleted. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,"Take turns: two minutes each, then summarize what you heard.","Input: The fight reboots every few days until we're both depleted. Old wounds keep returning. || Output: Take turns: two minutes each, then summarize what you heard."
BM02890,couple,both,The fight reboots every few days until we're both depleted. We need a reset.,frustration,recurring conflict,de-escalation,shared,Table side topics; bookmark them for Saturday morning.,Input: The fight reboots every few days until we're both depleted. We need a reset. || Output: Table side topics; bookmark them for Saturday morning.
BM02891,couple,both,The fight reboots every few days and we lose whole evenings to it.,frustration,recurring conflict,de-escalation,shared,Ask what each person needs before debating facts.,Input: The fight reboots every few days and we lose whole evenings to it. || Output: Ask what each person needs before debating facts.
BM02892,couple,both,The fight reboots every few days and we lose whole evenings to it. We need a new approach.,frustration,recurring conflict,de-escalation,shared,"Lower the temperature: lower voice, slower pace, seated posture.","Input: The fight reboots every few days and we lose whole evenings to it. We need a new approach. || Output: Lower the temperature: lower voice, slower pace, seated posture."
BM02893,couple,both,The fight reboots every few days and we lose whole evenings to it. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Pick one solvable slice instead of the whole history.,Input: The fight reboots every few days and we lose whole evenings to it. It feels hopeless sometimes. || Output: Pick one solvable slice instead of the whole history.
BM02894,couple,both,The fight reboots every few days and we lose whole evenings to it. We want tools.,frustration,recurring conflict,de-escalation,shared,"End with one experiment for the week, not ten fixes.","Input: The fight reboots every few days and we lose whole evenings to it. We want tools. || Output: End with one experiment for the week, not ten fixes."
BM02895,couple,both,The fight reboots every few days and we lose whole evenings to it. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,"If flooded, break for twenty minutes and return with one agenda item.","Input: The fight reboots every few days and we lose whole evenings to it. Can we interrupt this pattern? || Output: If flooded, break for twenty minutes and return with one agenda item."
BM02896,couple,both,The fight reboots every few days and we lose whole evenings to it. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Validate the emotion under the complaint before problem-solving.,Input: The fight reboots every few days and we lose whole evenings to it. Neither of us likes this. || Output: Validate the emotion under the complaint before problem-solving.
BM02897,couple,both,The fight reboots every few days and we lose whole evenings to it. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,Avoid mind-reading; ask clarifying questions instead.,Input: The fight reboots every few days and we lose whole evenings to it. We're stuck in a loop. || Output: Avoid mind-reading; ask clarifying questions instead.
BM02898,couple,both,The fight reboots every few days and we lose whole evenings to it. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Use a shared doc for recurring themes to reduce surprise attacks.,Input: The fight reboots every few days and we lose whole evenings to it. Small things become huge. || Output: Use a shared doc for recurring themes to reduce surprise attacks.
BM02899,couple,both,The fight reboots every few days and we lose whole evenings to it. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,Celebrate small wins when you interrupt the old loop.,Input: The fight reboots every few days and we lose whole evenings to it. Old wounds keep returning. || Output: Celebrate small wins when you interrupt the old loop.
BM02900,couple,both,The fight reboots every few days and we lose whole evenings to it. We need a reset.,frustration,recurring conflict,de-escalation,shared,Consider a therapist if safety or contempt shows up often.,Input: The fight reboots every few days and we lose whole evenings to it. We need a reset. || Output: Consider a therapist if safety or contempt shows up often.
BM02901,couple,both,We predict the script before it starts about the same issue.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We predict the script before it starts about the same issue. || Output: Slow the discussion and let each person speak fully before responding.
BM02902,couple,both,We predict the script before it starts about the same issue. We need a new approach.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We predict the script before it starts about the same issue. We need a new approach. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM02903,couple,both,We predict the script before it starts about the same issue. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Name the cycle together. Agree on a pause word when volume rises.,Input: We predict the script before it starts about the same issue. It feels hopeless sometimes. || Output: Name the cycle together. Agree on a pause word when volume rises.
BM02904,couple,both,We predict the script before it starts about the same issue. We want tools.,frustration,recurring conflict,de-escalation,shared,"Take turns: two minutes each, then summarize what you heard.","Input: We predict the script before it starts about the same issue. We want tools. || Output: Take turns: two minutes each, then summarize what you heard."
BM02905,couple,both,We predict the script before it starts about the same issue. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,Table side topics; bookmark them for Saturday morning.,Input: We predict the script before it starts about the same issue. Can we interrupt this pattern? || Output: Table side topics; bookmark them for Saturday morning.
BM02906,couple,both,We predict the script before it starts about the same issue. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Ask what each person needs before debating facts.,Input: We predict the script before it starts about the same issue. Neither of us likes this. || Output: Ask what each person needs before debating facts.
BM02907,couple,both,We predict the script before it starts about the same issue. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,"Lower the temperature: lower voice, slower pace, seated posture.","Input: We predict the script before it starts about the same issue. We're stuck in a loop. || Output: Lower the temperature: lower voice, slower pace, seated posture."
BM02908,couple,both,We predict the script before it starts about the same issue. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Pick one solvable slice instead of the whole history.,Input: We predict the script before it starts about the same issue. Small things become huge. || Output: Pick one solvable slice instead of the whole history.
BM02909,couple,both,We predict the script before it starts about the same issue. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,"End with one experiment for the week, not ten fixes.","Input: We predict the script before it starts about the same issue. Old wounds keep returning. || Output: End with one experiment for the week, not ten fixes."
BM02910,couple,both,We predict the script before it starts about the same issue. We need a reset.,frustration,recurring conflict,de-escalation,shared,"If flooded, break for twenty minutes and return with one agenda item.","Input: We predict the script before it starts about the same issue. We need a reset. || Output: If flooded, break for twenty minutes and return with one agenda item."
BM02911,couple,both,We predict the script before it starts every week.,frustration,recurring conflict,de-escalation,shared,Validate the emotion under the complaint before problem-solving.,Input: We predict the script before it starts every week. || Output: Validate the emotion under the complaint before problem-solving.
BM02912,couple,both,We predict the script before it starts every week. We need a new approach.,frustration,recurring conflict,de-escalation,shared,Avoid mind-reading; ask clarifying questions instead.,Input: We predict the script before it starts every week. We need a new approach. || Output: Avoid mind-reading; ask clarifying questions instead.
BM02913,couple,both,We predict the script before it starts every week. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Use a shared doc for recurring themes to reduce surprise attacks.,Input: We predict the script before it starts every week. It feels hopeless sometimes. || Output: Use a shared doc for recurring themes to reduce surprise attacks.
BM02914,couple,both,We predict the script before it starts every week. We want tools.,frustration,recurring conflict,de-escalation,shared,Celebrate small wins when you interrupt the old loop.,Input: We predict the script before it starts every week. We want tools. || Output: Celebrate small wins when you interrupt the old loop.
BM02915,couple,both,We predict the script before it starts every week. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,Consider a therapist if safety or contempt shows up often.,Input: We predict the script before it starts every week. Can we interrupt this pattern? || Output: Consider a therapist if safety or contempt shows up often.
BM02916,couple,both,We predict the script before it starts every week. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We predict the script before it starts every week. Neither of us likes this. || Output: Slow the discussion and let each person speak fully before responding.
BM02917,couple,both,We predict the script before it starts every week. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We predict the script before it starts every week. We're stuck in a loop. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM02918,couple,both,We predict the script before it starts every week. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Name the cycle together. Agree on a pause word when volume rises.,Input: We predict the script before it starts every week. Small things become huge. || Output: Name the cycle together. Agree on a pause word when volume rises.
BM02919,couple,both,We predict the script before it starts every week. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,"Take turns: two minutes each, then summarize what you heard.","Input: We predict the script before it starts every week. Old wounds keep returning. || Output: Take turns: two minutes each, then summarize what you heard."
BM02920,couple,both,We predict the script before it starts every week. We need a reset.,frustration,recurring conflict,de-escalation,shared,Table side topics; bookmark them for Saturday morning.,Input: We predict the script before it starts every week. We need a reset. || Output: Table side topics; bookmark them for Saturday morning.
BM02921,couple,both,We predict the script before it starts without resolution.,frustration,recurring conflict,de-escalation,shared,Ask what each person needs before debating facts.,Input: We predict the script before it starts without resolution. || Output: Ask what each person needs before debating facts.
BM02922,couple,both,We predict the script before it starts without resolution. We need a new approach.,frustration,recurring conflict,de-escalation,shared,"Lower the temperature: lower voice, slower pace, seated posture.","Input: We predict the script before it starts without resolution. We need a new approach. || Output: Lower the temperature: lower voice, slower pace, seated posture."
BM02923,couple,both,We predict the script before it starts without resolution. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Pick one solvable slice instead of the whole history.,Input: We predict the script before it starts without resolution. It feels hopeless sometimes. || Output: Pick one solvable slice instead of the whole history.
BM02924,couple,both,We predict the script before it starts without resolution. We want tools.,frustration,recurring conflict,de-escalation,shared,"End with one experiment for the week, not ten fixes.","Input: We predict the script before it starts without resolution. We want tools. || Output: End with one experiment for the week, not ten fixes."
BM02925,couple,both,We predict the script before it starts without resolution. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,"If flooded, break for twenty minutes and return with one agenda item.","Input: We predict the script before it starts without resolution. Can we interrupt this pattern? || Output: If flooded, break for twenty minutes and return with one agenda item."
BM02926,couple,both,We predict the script before it starts without resolution. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Validate the emotion under the complaint before problem-solving.,Input: We predict the script before it starts without resolution. Neither of us likes this. || Output: Validate the emotion under the complaint before problem-solving.
BM02927,couple,both,We predict the script before it starts without resolution. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,Avoid mind-reading; ask clarifying questions instead.,Input: We predict the script before it starts without resolution. We're stuck in a loop. || Output: Avoid mind-reading; ask clarifying questions instead.
BM02928,couple,both,We predict the script before it starts without resolution. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Use a shared doc for recurring themes to reduce surprise attacks.,Input: We predict the script before it starts without resolution. Small things become huge. || Output: Use a shared doc for recurring themes to reduce surprise attacks.
BM02929,couple,both,We predict the script before it starts without resolution. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,Celebrate small wins when you interrupt the old loop.,Input: We predict the script before it starts without resolution. Old wounds keep returning. || Output: Celebrate small wins when you interrupt the old loop.
BM02930,couple,both,We predict the script before it starts without resolution. We need a reset.,frustration,recurring conflict,de-escalation,shared,Consider a therapist if safety or contempt shows up often.,Input: We predict the script before it starts without resolution. We need a reset. || Output: Consider a therapist if safety or contempt shows up often.
BM02931,couple,both,We predict the script before it starts and it exhausts us.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We predict the script before it starts and it exhausts us. || Output: Slow the discussion and let each person speak fully before responding.
BM02932,couple,both,We predict the script before it starts and it exhausts us. We need a new approach.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We predict the script before it starts and it exhausts us. We need a new approach. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM02933,couple,both,We predict the script before it starts and it exhausts us. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Name the cycle together. Agree on a pause word when volume rises.,Input: We predict the script before it starts and it exhausts us. It feels hopeless sometimes. || Output: Name the cycle together. Agree on a pause word when volume rises.
BM02934,couple,both,We predict the script before it starts and it exhausts us. We want tools.,frustration,recurring conflict,de-escalation,shared,"Take turns: two minutes each, then summarize what you heard.","Input: We predict the script before it starts and it exhausts us. We want tools. || Output: Take turns: two minutes each, then summarize what you heard."
BM02935,couple,both,We predict the script before it starts and it exhausts us. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,Table side topics; bookmark them for Saturday morning.,Input: We predict the script before it starts and it exhausts us. Can we interrupt this pattern? || Output: Table side topics; bookmark them for Saturday morning.
BM02936,couple,both,We predict the script before it starts and it exhausts us. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Ask what each person needs before debating facts.,Input: We predict the script before it starts and it exhausts us. Neither of us likes this. || Output: Ask what each person needs before debating facts.
BM02937,couple,both,We predict the script before it starts and it exhausts us. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,"Lower the temperature: lower voice, slower pace, seated posture.","Input: We predict the script before it starts and it exhausts us. We're stuck in a loop. || Output: Lower the temperature: lower voice, slower pace, seated posture."
BM02938,couple,both,We predict the script before it starts and it exhausts us. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Pick one solvable slice instead of the whole history.,Input: We predict the script before it starts and it exhausts us. Small things become huge. || Output: Pick one solvable slice instead of the whole history.
BM02939,couple,both,We predict the script before it starts and it exhausts us. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,"End with one experiment for the week, not ten fixes.","Input: We predict the script before it starts and it exhausts us. Old wounds keep returning. || Output: End with one experiment for the week, not ten fixes."
BM02940,couple,both,We predict the script before it starts and it exhausts us. We need a reset.,frustration,recurring conflict,de-escalation,shared,"If flooded, break for twenty minutes and return with one agenda item.","Input: We predict the script before it starts and it exhausts us. We need a reset. || Output: If flooded, break for twenty minutes and return with one agenda item."
